fullNameForSearch,age,position,height,team,overall_rating,awareness_rating,speed_rating,agility_rating,jumping_rating,acceleration_rating,archetype,bCVision_rating,blockShedding_rating,breakSack_rating,breakTackle_rating,carrying_rating,catchInTraffic_rating,catching_rating,changeOfDirection_rating,college,deepRouteRunning_rating,finesseMoves_rating,firstName,hitPower_rating,impactBlocking_rating,injury_rating,iteration,jerseyNum,jukeMove_rating,kickAccuracy_rating,kickPower_rating,kickReturn_rating,lastName,leadBlock_rating,manCoverage_rating,mediumRouteRunning_rating,passBlockFinesse_rating,passBlockPower_rating,passBlock_rating,playAction_rating,playRecognition_rating,plyrAssetname,plyrBirthdate,plyrHandedness,plyrPortrait,powerMoves_rating,press_rating,primaryKey,pursuit_rating,release_rating,runBlockFinesse_rating,runBlockPower_rating,runBlock_rating,runningStyle_rating,shortRouteRunning_rating,signingBonus,spectacularCatch_rating,spinMove_rating,stamina_rating,status,stiffArm_rating,strength_rating,tackle_rating,teamId,throwAccuracyDeep_rating,throwAccuracyMid_rating,throwAccuracyShort_rating,throwOnTheRun_rating,throwPower_rating,throwUnderPressure_rating,totalSalary,toughness_rating,trucking_rating,weight,yearsPro,zoneCoverage_rating
Jalen Mayfield,22,LG,77,Falcons,69,64,59,56,71,69,G_Power,21,30,12,12,21,15,20,50,Michigan,5,27,Jalen,29,90,90,launch-ratings,77,10,17,21,10,Mayfield,87,10,5,62,66,64,6,21,MayfieldJalen_21539,5/23/00,Right,726,25,10,21539,35,12,72,77,75,Default Stride Awkward,10,1150000,17,12,87,published,23,91,27,14,6,6,6,6,13,12,4060000,88,32,319,1,12
Javon Wims,27,WR,75,Browns,69,69,87,84,82,90,WR_DeepThreat,77,28,24,74,75,80,80,73,Georgia,73,10,Javon,16,54,89,launch-ratings,16,79,15,19,60,Wims,26,13,74,22,28,33,6,17,WimsJavon_13217,9/11/94,Right,9122,10,15,13217,34,71,29,34,56,Long Stride Loose,73,0,83,74,82,published,50,66,28,5,15,15,20,15,22,20,970000,84,49,215,4,18
Jaylinn Hawkins,25,SS,73,Falcons,69,70,87,83,85,88,S_Zone,63,61,15,45,55,60,72,79,California,30,44,Jaylinn,87,62,88,launch-ratings,32,66,24,28,60,Hawkins,10,64,37,35,35,30,6,69,HawkinsJaylinn_21272,8/25/97,Right,339,50,65,21272,75,32,35,35,30,Default Stride Loose,40,670000,72,61,89,published,51,63,64,14,6,6,6,6,27,12,3301913,81,48,208,2,72
Jelani Woods,23,TE,79,Colts,69,61,85,84,89,87,TE_VerticalThreat,74,35,66,67,72,76,76,73,Virginia,60,20,Jelani,37,62,90,launch-ratings,80,71,14,15,15,Woods,59,12,63,61,59,61,58,15,WoodsJelani_22351,10/9/98,Right,2050,15,35,22351,40,64,63,61,63,Long Stride Loose,65,1080000,81,65,85,published,72,78,38,10,62,61,67,66,79,53,4290000,85,71,252,0,20
John Simpson,25,LG,76,Raiders,69,76,64,52,74,69,G_Power,22,27,12,12,42,15,32,51,Clemson,6,10,John,38,86,89,launch-ratings,76,10,22,35,10,Simpson,82,12,10,66,70,68,6,17,SimpsonJohn_21103,8/19/97,Right,571,27,10,21103,27,15,66,70,68,Default Stride Awkward,20,790000,15,20,90,published,35,92,31,23,6,6,6,6,14,15,3300000,90,25,321,2,12
Jonas Griffith,25,MLB,76,Broncos,69,66,82,78,85,86,MLB_RunStopper,51,74,12,41,53,44,59,66,Indiana St.,5,49,Jonas,81,79,88,launch-ratings,50,49,14,20,10,Griffith,22,54,5,45,45,45,6,64,GriffithJonas_21986,1/27/97,Right,880,54,39,21986,82,15,45,45,45,Long Stride Loose,15,0,48,43,83,published,39,77,84,4,6,6,6,6,18,10,830000,80,32,250,2,62
Jordan Jenkins,28,RE,75,Texans,69,66,74,79,82,78,DE_SmallerSpeedRusher,33,72,12,14,47,24,44,67,Georgia,5,73,Jordan,81,73,85,launch-ratings,50,34,18,21,10,Jenkins,11,54,5,44,44,45,6,67,JenkinsJordan_17675,7/1/94,Right,8073,62,41,17675,81,22,44,44,45,Long Stride Default,15,1000000,27,29,74,published,36,86,82,32,6,6,6,6,23,13,4850000,70,31,259,6,63
Josh Paschal,22,LOLB,75,Lions,69,71,80,72,89,91,OLB_PowerRusher,36,76,12,31,42,38,38,65,Kentucky,25,57,Josh,83,84,88,launch-ratings,93,34,12,19,10,Paschal,38,32,29,45,45,45,6,69,PaschalJosh_22151,12/17/99,Right,1877,72,37,22151,79,31,45,45,45,Default Stride Loose,33,2760000,36,28,80,published,42,85,75,19,6,6,6,6,20,10,4680000,94,43,268,0,41
Josh Jones,27,FS,74,Seahawks,69,70,91,82,87,91,S_RunSupport,58,44,22,52,68,55,75,75,N.C. State,10,54,Josh,87,68,87,launch-ratings,42,72,19,25,48,Jones,23,58,14,35,35,35,15,67,JonesJosh_12591,9/20/94,Right,8613,41,67,12591,66,22,35,35,35,Short Stride Default,24,50000,62,66,88,published,48,73,78,28,10,10,15,15,24,11,900000,82,54,220,5,64
Josiah Scott,23,CB,69,Eagles,69,65,92,91,84,93,CB_MantoMan,68,51,12,49,60,52,64,91,Michigan St.,10,39,Josiah,59,50,85,launch-ratings,33,76,15,20,78,Scott,17,68,10,35,35,35,15,63,ScottJosiah_21011,4/5/99,Right,563,33,68,21011,77,15,35,35,35,Short Stride Loose,20,0,66,67,88,published,35,53,59,13,10,10,15,15,30,11,2690000,80,30,185,2,65
Justyn Ross,22,WR,76,Chiefs,69,68,85,82,89,85,WR_Physical,79,27,19,73,76,81,83,80,Clemson,73,10,Justyn,22,44,80,launch-ratings,8,75,19,15,68,Ross,25,10,77,22,26,30,10,12,RossJustyn_22071,12/15/99,Right,1931,10,14,22071,31,73,33,26,52,Long Stride Default,78,0,84,70,83,published,51,64,29,9,10,15,20,15,24,17,2570000,81,53,210,0,17
Juwan Johnson,25,TE,76,Saints,69,69,86,84,85,88,TE_VerticalThreat,78,36,26,75,76,80,78,78,Oregon,66,14,Juwan,37,50,88,launch-ratings,83,75,25,29,45,Johnson,31,19,67,25,28,41,26,23,JohnsonJuwan_21058,9/13/96,Right,399,17,21,21058,38,71,33,38,61,Long Stride Default,69,0,86,70,84,published,59,69,34,27,20,25,30,24,36,22,890000,82,50,230,2,27
Kendall Hinton,25,WR,72,Broncos,69,70,87,88,85,90,WR_Slot,76,31,65,73,72,79,81,86,Wake Forest,71,10,Kendall,12,49,89,launch-ratings,9,79,22,20,80,Hinton,29,15,70,27,25,50,50,23,HintonKendall_21441,2/19/97,Right,1649,10,10,21441,27,65,30,36,53,Default Stride Loose,73,0,82,70,84,published,52,57,30,4,53,57,62,63,74,58,820000,84,47,195,2,26
Kene Nwangwu,24,HB,72,Vikings,69,65,94,88,86,95,HB_ElusiveBack,73,25,23,75,84,43,61,83,Iowa State,42,10,Kene,21,36,88,launch-ratings,26,79,15,17,89,Nwangwu,31,11,45,29,26,45,23,16,NwangwuKene_21729,2/9/98,Right,1180,10,15,21729,33,45,23,18,33,Default Stride High and Tight,52,740000,42,70,82,published,67,68,29,31,12,17,20,20,31,11,3490000,80,63,210,1,18
Kentavius Street,26,DT,74,Saints,69,61,76,74,79,83,DT_SpeedRusher,41,67,12,26,49,37,46,56,N.C. State,27,75,Kentavius,83,82,89,launch-ratings,69,41,15,16,12,Street,33,25,31,45,45,45,6,58,StreetKentavius_13441,5/8/96,Right,9069,67,21,13441,78,35,45,45,45,Long Stride Loose,35,300000,40,32,77,published,42,89,80,27,6,6,6,6,26,11,970000,86,42,287,4,30
KhaDarel Hodge,27,WR,74,Falcons,69,72,87,85,88,90,WR_DeepThreat,74,29,41,73,69,77,82,80,P. View AM,75,10,KhaDarel,51,44,88,launch-ratings,12,81,16,20,67,Hodge,21,13,71,17,10,35,40,18,HodgeKhaDarel_13870,1/3/95,Right,130,10,18,13870,38,67,10,19,42,Default Stride Loose,73,40000,83,75,82,published,47,58,31,14,36,41,45,48,57,32,890000,83,40,205,4,25
Kyle Philips,23,WR,71,Titans,69,66,87,89,81,93,WR_Slot,81,28,16,72,76,76,81,90,UCLA,65,10,Kyle,25,43,91,launch-ratings,18,78,15,19,77,Philips,30,21,73,28,22,32,6,25,PhilipsKyle_22364,6/17/99,Right,1887,10,22,22364,42,71,37,31,52,Short Stride Default,74,320000,80,69,87,published,52,62,31,30,6,10,15,10,29,13,3650000,83,51,189,0,29
Leo Chenal,21,MLB,75,Chiefs,69,65,88,82,94,93,MLB_RunStopper,72,74,25,67,68,44,52,75,Wisconsin,19,54,Leo,89,86,91,launch-ratings,54,62,21,24,25,Chenal,34,47,24,45,45,45,15,60,ChenalLeo_22458,10/26/00,Right,1269,63,53,22458,76,32,45,45,45,Default,28,840000,45,54,85,published,63,86,83,9,15,18,21,21,25,18,4220000,90,55,261,0,52
Levi Onwuzurike,24,LE,75,Lions,69,66,79,74,74,81,DE_RunStopper,41,72,12,21,32,20,28,64,Washington,4,67,Levi,79,81,91,launch-ratings,91,29,10,15,40,Onwuzurike,17,21,8,45,45,45,6,65,OnwuzurikeLevi_21524,3/2/98,Right,850,64,19,21524,81,13,45,45,45,Long Stride Loose,15,3280000,16,23,75,published,30,87,81,19,6,6,6,6,25,14,4860000,89,29,295,1,30
Malik Willis,23,QB,73,Titans,69,43,92,92,83,93,QB_Scrambler,88,29,86,80,67,39,58,89,Liberty,17,10,Malik,30,35,92,launch-ratings,7,82,20,23,48,Willis,24,22,26,18,16,20,83,16,WillisMalik_22048,5/25/99,Right,2039,10,16,22048,41,22,15,19,26,Default,33,910000,43,80,89,published,73,72,35,30,78,71,77,81,94,74,3970000,95,71,223,0,28
Marquez Stevenson,24,WR,70,Bills,69,65,91,88,82,90,WR_Playmaker,83,23,26,71,70,75,79,87,Houston,71,10,Marquez,17,37,85,launch-ratings,5,79,15,21,83,Stevenson,21,14,69,18,16,26,6,17,StevensonMarquez_21607,3/26/98,Right,1332,10,14,21607,33,58,21,15,38,Default,70,160000,76,78,81,published,41,54,23,3,6,10,15,10,26,19,3490000,76,39,182,1,19
Martin Emerson,21,CB,74,Browns,69,67,89,87,83,91,CB_Zone,61,45,17,52,60,50,53,82,Mississippi St.,28,39,Martin,59,49,93,launch-ratings,23,70,13,19,42,Emerson,19,69,32,35,35,35,6,69,EmersonMartin_22258,9/27/00,Right,1565,31,76,22258,74,36,35,35,35,Long Stride Default,35,1160000,55,62,88,published,38,64,61,5,8,13,16,15,26,11,4200000,83,35,203,0,72
Matt Pryor,27,LT,79,Colts,69,79,52,58,63,51,OT_Agile,12,22,12,18,21,15,23,50,TCU,5,17,Matt,30,82,92,launch-ratings,69,17,13,17,10,Pryor,82,10,5,73,74,74,6,14,PryorMatt_13470,12/16/94,Right,9897,21,10,13470,25,12,77,71,74,Default Stride Awkward,10,260000,15,15,82,published,21,86,27,10,6,6,6,6,19,13,5290000,85,24,332,4,12
Michael Burton,30,FB,72,Chiefs,69,80,78,76,80,81,FB_Blocking,72,28,12,29,74,48,63,73,Rutgers,27,30,Michael,67,67,91,launch-ratings,45,61,14,14,35,Burton,81,10,35,43,48,66,5,15,BurtonMichael_2431,2/1/92,Right,7034,25,15,2431,43,54,55,59,64,Default,45,150000,49,63,80,published,70,82,45,9,5,10,15,5,30,17,900000,75,76,240,7,15
Mike Danna,24,RE,74,Chiefs,69,64,80,74,71,85,DE_PowerRusher,47,72,12,27,31,16,31,62,Michigan,5,62,Mike,77,84,91,launch-ratings,51,31,13,17,6,Danna,14,16,5,45,45,45,6,66,DannaMike_21231,12/1/97,Right,853,73,11,21231,79,15,45,45,45,Long Stride Default,10,270000,18,32,80,published,43,82,77,9,6,6,6,6,26,10,3300000,86,37,261,2,25
Mitchell Trubisky,28,QB,74,Steelers,69,63,84,87,69,87,QB_Scrambler,86,24,77,75,64,33,44,84,North Carolina,18,10,Mitchell,32,31,90,launch-ratings,10,79,23,31,10,Trubisky,21,15,28,21,21,18,78,18,TrubiskyMitchell_12552,8/20/94,Right,8756,10,13,12552,43,31,19,19,21,Default,38,5890000,29,71,80,published,57,71,35,29,78,77,83,81,88,77,8400000,86,55,220,5,17
Montravius Adams,27,DT,76,Steelers,69,69,75,69,72,80,DT_RunStopper,37,68,12,12,49,44,51,52,Auburn,9,68,Montravius,79,85,85,launch-ratings,57,24,6,8,10,Adams,14,24,13,45,45,45,6,71,AdamsMontravius_12639,7/24/95,Right,8464,74,22,12639,80,25,45,45,45,Long Stride Loose,20,2100000,32,15,74,published,33,86,79,29,6,6,6,6,10,10,2900000,86,38,305,5,29
Nate Hairston,28,CB,72,Vikings,69,70,87,87,85,89,CB_MantoMan,68,41,12,52,63,69,70,80,Temple,37,34,Nate,58,57,90,launch-ratings,27,80,15,21,65,Hairston,17,72,44,35,35,35,6,72,HairstonNate_12810,6/30/94,Right,8571,22,70,12810,61,52,35,35,35,Short Stride Default,54,0,67,66,88,published,42,68,60,31,6,6,6,6,27,17,920000,78,32,185,5,68
Nathan Shepherd,28,DT,76,Jets,69,70,70,72,76,72,DT_RunStopper,33,68,12,24,36,28,33,62,Fort Hays State,3,73,Nathan,78,84,90,launch-ratings,97,34,12,16,10,Shepherd,18,21,5,45,45,45,6,72,ShepherdNathan_13188,10/9/93,Right,9057,66,13,13188,79,12,45,45,45,Long Stride Loose,10,0,27,34,77,published,46,90,77,18,6,6,6,6,30,17,950000,89,49,315,4,27
Nick Cross,20,SS,72,Colts,69,62,94,87,88,96,S_Zone,65,51,17,52,54,59,71,82,Maryland,16,35,Nick,84,52,91,launch-ratings,20,67,23,25,40,Cross,22,63,18,35,35,35,8,63,CrossNick_22398,9/10/01,Right,1319,29,71,22398,65,25,35,35,35,Default Stride Loose,20,880000,67,59,88,published,45,67,66,10,12,14,22,15,26,9,4190000,83,48,215,0,73
Nik Bonitto,22,LOLB,75,Broncos,69,63,88,82,85,92,OLB_SpeedRusher,44,62,41,26,45,27,48,75,Oklahoma,5,72,Nik,76,67,90,launch-ratings,42,44,12,14,10,Bonitto,21,28,5,45,45,45,26,67,BonittoNik_22142,9/26/99,Right,1181,60,30,22142,82,14,45,45,45,Default Stride Loose,10,1400000,29,45,72,published,32,72,69,4,25,30,32,35,39,28,4400000,74,32,248,0,44
Olasunkanmi Adeniyi,24,LOLB,73,Titans,69,70,77,79,77,81,OLB_SpeedRusher,32,65,12,21,49,15,45,69,Toledo,5,75,Olasunkanmi,80,73,89,launch-ratings,92,40,12,14,10,Adeniyi,17,42,5,45,45,45,6,67,AdeniyiOlasunkanmi_13280,9/12/97,Right,8795,65,20,13280,79,30,45,45,45,Default Stride Loose,15,0,31,58,73,published,35,79,76,30,6,6,6,6,25,16,1000000,80,24,248,4,49
Pressley Harvin III,23,P,71,Steelers,69,53,60,67,65,68,KP_Power,10,13,31,16,56,15,46,49,Georgia Tech,15,10,Pressley,47,24,92,launch-ratings,6,10,73,91,10,Harvin III,21,12,15,16,16,16,25,10,HarvinIIIPressley_21854,9/17/98,Right,840,10,10,21854,28,15,17,17,21,Default Stride Awkward,15,80000,34,10,84,published,15,66,36,29,39,41,47,29,55,24,3490000,76,37,255,1,12
Raekwon McMillan,26,MLB,74,Patriots,69,63,85,80,80,88,MLB_RunStopper,51,73,12,27,56,36,61,70,Ohio State,6,52,Raekwon,82,86,84,launch-ratings,46,48,20,20,10,McMillan,26,58,8,45,45,45,6,66,McMillanRaekwon_12578,11/17/95,Right,8661,64,43,12578,80,25,45,45,45,Default Stride Loose,18,350000,39,33,79,published,48,83,80,22,6,6,6,6,25,14,1890000,87,56,243,5,60
Rakeem Nunez-Roches,29,DT,74,Buccaneers,69,72,69,60,82,75,DT_RunStopper,10,70,12,10,40,15,30,55,Southern Miss,4,54,Rakeem,77,78,90,launch-ratings,56,10,25,15,10,Nunez-Roches,18,20,8,45,45,45,6,75,NunezRochesRakeem_2688,7/3/93,Right,7563,68,20,2688,80,15,45,45,45,Default Stride Awkward,15,1750000,15,10,78,published,10,81,83,6,6,6,6,6,16,10,3250000,76,15,307,7,29
Ricky Seals-Jones,27,TE,77,Giants,69,69,82,77,70,86,TE_VerticalThreat,76,30,19,59,75,79,79,75,Texas AM,62,10,Ricky,29,53,82,launch-ratings,83,76,19,19,48,Seals-Jones,38,24,64,57,61,62,6,17,SealsJonesRicky_12698,3/15/95,Right,8719,10,18,12698,38,65,57,55,58,Long Stride Loose,68,350000,82,62,84,published,66,70,36,16,6,10,15,10,27,10,700000,78,61,243,5,32
Riley Patterson,22,K,72,Lions,69,52,77,63,71,79,KP_Power,26,14,14,16,41,10,38,56,Memphis,10,10,Riley,22,16,91,launch-ratings,6,21,78,92,10,Patterson,15,15,10,14,16,10,20,17,PattersonRiley_21637,9/7/99,Right,0,10,10,21637,34,10,16,16,15,Short Stride Awkward,10,0,15,17,83,published,12,40,32,19,20,24,31,22,31,16,830000,76,15,190,1,15
Ross Blacklock,24,DT,75,Texans,69,69,76,69,72,80,DT_RunStopper,21,67,12,14,38,16,31,62,TCU,4,64,Ross,81,83,89,launch-ratings,90,21,13,18,10,Blacklock,19,17,7,45,45,45,6,69,BlacklockRoss_20983,7/9/98,Right,96,73,16,20983,81,14,45,45,45,Long Stride Loose,13,3800000,18,18,77,published,28,88,77,32,6,6,6,6,20,10,4150000,85,31,290,2,27
Roy Lopez,25,DT,74,Texans,69,65,67,70,76,69,DT_RunStopper,14,74,12,20,23,13,22,61,Arizona,5,59,Roy,74,80,90,launch-ratings,91,17,13,17,15,Lopez,29,12,8,45,45,45,6,69,LopezRoy_21929,8/7/97,Right,1623,63,11,21929,78,12,45,45,45,Long Stride Awkward,10,180000,12,16,78,published,27,90,75,32,6,6,6,6,21,16,3490000,86,30,318,1,19
Royce Newman,25,RG,77,Packers,69,80,67,55,70,75,G_Agile,20,23,12,8,27,10,22,46,Ole Miss,5,10,Royce,23,86,92,launch-ratings,70,12,12,12,10,Newman,79,12,5,75,71,73,6,10,NewmanRoyce_21647,8/17/97,Right,785,10,10,21647,25,12,71,65,68,Default Stride Awkward,10,480000,12,15,91,published,21,83,23,20,6,6,6,6,13,10,3490000,72,26,310,1,12
Royce Freeman,26,HB,72,Texans,69,69,87,82,80,89,HB_PowerBack,77,30,27,78,88,46,68,83,Oregon,48,10,Royce,30,41,88,launch-ratings,26,83,33,38,25,Freeman,39,12,54,27,33,51,18,19,FreemanRoyce_13121,2/24/96,Right,8895,10,15,13121,36,49,28,33,36,Default,59,10000,51,68,84,published,83,78,33,32,20,26,32,29,40,22,1030000,86,81,238,4,12
Ryan Griffin,32,TE,78,Bears,69,74,72,79,82,76,TE_Possession,73,54,11,52,73,77,79,64,Connecticut,59,19,Ryan,20,66,87,launch-ratings,84,71,35,33,30,Griffin,51,12,65,50,54,55,6,15,GriffinRyan_12330,1/11/90,Right,6958,30,10,12330,29,72,64,58,64,Long Stride High and Tight,70,750000,77,64,85,published,64,74,50,1,6,10,15,10,30,12,1450000,77,65,255,9,15
Ryan Nall,26,FB,74,Cowboys,69,62,86,82,80,88,FB_Utility,79,42,21,77,81,56,65,81,Oregon State,48,10,Ryan,48,57,85,launch-ratings,35,74,12,17,40,Nall,60,10,52,29,34,52,10,14,NallRyan_13307,12/27/95,Right,8999,14,10,13307,49,53,44,45,52,Default Stride High and Tight,57,0,49,69,83,published,77,65,43,11,10,15,26,10,15,14,970000,86,78,232,4,15
Salvon Ahmed,23,HB,71,Dolphins,69,68,90,84,83,92,HB_ElusiveBack,77,30,24,77,86,47,65,82,Washington,50,12,Salvon,20,36,87,launch-ratings,26,81,10,16,75,Ahmed,37,31,53,30,35,53,15,30,AhmedSalvon_20930,12/29/98,Right,70,10,22,20930,41,46,23,19,30,Default Stride Loose,56,0,44,73,84,published,63,62,31,12,15,20,25,15,30,20,900000,83,61,196,2,27
Sean Rhyan,23,LG,77,Packers,69,69,64,66,83,73,G_Power,31,25,19,27,45,30,35,59,UCLA,10,10,Sean,42,86,92,launch-ratings,75,14,22,26,10,Rhyan,76,10,14,68,75,72,5,21,RhyanSean_22443,9/20/98,Right,1911,10,10,22443,35,15,75,73,74,Default Stride Awkward,18,880000,28,15,84,published,39,84,43,20,12,15,21,7,28,5,4260000,82,31,323,0,10
Shi Smith,23,WR,70,Panthers,69,67,91,90,86,90,WR_Playmaker,78,31,25,71,74,74,80,87,South Carolina,66,13,Shi,28,41,90,launch-ratings,12,81,17,23,79,Smith,20,21,69,19,21,27,26,22,SmithShi_21618,10/26/98,Right,1337,11,21,21618,36,70,23,17,39,Default,70,160000,78,76,82,published,46,60,36,21,28,33,45,34,50,27,3490000,85,48,186,1,28
Sterling Hofrichter,25,P,70,Buccaneers,69,53,74,64,69,81,KP_Power,10,10,12,5,40,10,35,54,Syracuse,10,10,Sterling,12,15,81,launch-ratings,6,10,75,90,10,Hofrichter,15,10,10,15,15,20,20,15,HofrichterSterling_21313,12/5/96,Right,363,10,10,21313,25,12,15,15,20,Short Stride Awkward,10,0,12,10,80,published,10,43,38,6,22,25,28,20,35,24,1770000,57,10,196,2,25
Steven Sims,25,WR,70,Steelers,69,68,91,86,77,93,WR_Playmaker,79,27,22,72,70,76,79,84,Kansas,69,10,Steven,26,46,87,launch-ratings,82,80,16,17,75,Sims,24,13,70,17,10,40,13,18,SimsSteven_20844,3/31/97,Right,572,10,18,20844,33,67,14,22,47,Default Stride Loose,72,0,79,72,83,published,40,53,24,29,15,23,28,24,34,19,1070000,84,39,176,3,25
Steven Means,31,LOLB,75,Ravens,69,75,79,72,88,80,OLB_SpeedRusher,35,66,12,30,44,15,35,66,Buffalo,4,73,Steven,78,77,93,launch-ratings,60,44,15,25,10,Means,19,41,8,45,45,45,6,74,MeansSteven_11930,9/16/90,Right,6715,66,30,11930,78,15,45,45,45,Long Stride Awkward,15,0,25,35,62,published,44,75,82,25,6,6,6,6,20,10,990000,69,45,263,9,50
Tae Crowder,25,MLB,74,Giants,69,69,83,80,80,88,MLB_RunStopper,62,64,12,49,58,46,62,73,Georgia,24,50,Tae,81,75,89,launch-ratings,48,56,18,20,14,Crowder,24,55,30,45,45,45,6,70,CrowderTae_24430,3/12/97,Right,1418,57,49,24430,82,23,45,45,45,Default Stride Loose,35,70000,56,40,92,published,41,76,84,16,6,6,6,6,25,16,3300000,86,56,235,2,59
Talanoa Hufanga,22,FS,72,49ers,69,72,84,83,85,87,S_RunSupport,65,61,36,45,61,57,60,76,USC,26,52,Talanoa,87,63,87,launch-ratings,29,67,18,21,44,Hufanga,33,59,31,35,35,35,35,74,HufangaTalanoa_21488,2/1/00,Right,1164,45,58,21488,78,39,35,35,35,Default Stride Loose,35,240000,53,63,88,published,43,58,67,15,30,32,35,29,38,34,3490000,87,44,200,1,64
Tanoh Kpassagnon,28,LE,79,Saints,69,68,78,75,74,80,DE_PowerRusher,37,72,12,23,44,41,47,61,Villanova,6,65,Tanoh,84,79,88,launch-ratings,90,43,29,15,15,Kpassagnon,19,42,10,45,45,45,6,67,KpassagnonTanoh_12660,6/14/94,Right,8625,74,38,12660,79,23,45,45,45,Long Stride Default,20,520000,40,28,74,published,36,82,77,27,6,6,6,6,15,10,1030000,80,32,289,5,50
Tarvarius Moore,26,FS,74,49ers,69,66,92,85,89,93,S_Hybrid,59,44,10,42,63,62,68,83,Southern Miss,11,36,Tarvarius,82,58,84,launch-ratings,33,67,15,11,55,Moore,17,71,16,35,35,35,15,64,MooreTarvarius_13261,8/16/96,Right,9345,29,73,13261,71,18,35,35,35,Short Stride Loose,20,0,63,57,85,published,26,53,61,15,10,10,15,15,23,11,970000,81,28,200,4,69
Taylor Heinicke,29,QB,73,Commanders,69,72,84,82,83,87,QB_Scrambler,81,25,79,58,62,15,41,82,Old Dominion,10,5,Taylor,10,14,89,launch-ratings,4,70,18,23,5,Heinicke,10,7,10,21,21,21,78,23,HeinickeTaylor_2392,3/15/93,Right,7169,5,5,2392,34,12,19,19,14,Default,10,1500000,17,64,68,published,43,58,25,26,77,80,85,81,83,79,4080000,86,36,210,7,7
Terence Steele,25,RT,78,Cowboys,69,76,71,53,69,76,OT_Power,10,25,12,5,40,21,41,47,Texas Tech,10,10,Terence,20,84,92,launch-ratings,78,10,12,17,10,Steele,79,15,12,69,71,70,6,15,SteeleTerence_21104,6/4/97,Right,584,10,10,21104,24,14,72,76,75,Long Stride Loose,27,10000,25,10,87,published,15,87,32,11,6,6,6,6,22,14,2280000,88,25,312,2,20
Terrell Lewis,24,ROLB,77,Rams,69,66,83,83,87,88,OLB_SpeedRusher,44,66,12,27,61,53,62,69,Alabama,25,72,Terrell,84,74,82,launch-ratings,52,50,14,17,10,Lewis,21,42,30,45,45,45,6,63,LewisTerrell_20994,8/25/98,Right,429,68,28,20994,78,33,45,45,45,Long Stride Loose,40,940000,52,48,75,published,39,74,76,24,6,6,6,6,21,16,3700000,76,27,262,2,49
Tony Brown,27,CB,72,Colts,69,62,93,90,77,93,CB_MantoMan,52,47,17,44,61,28,52,87,Alabama,11,44,Tony,51,47,89,launch-ratings,38,73,12,18,45,Brown,17,70,15,35,35,35,6,65,BrownTony_13380,7/13/95,Right,8827,37,69,13380,68,33,35,35,35,Short Stride Loose,25,0,60,63,87,published,31,58,49,10,6,6,6,6,35,17,960000,81,28,198,4,72
Trenton Gill,24,P,76,Bears,69,54,73,60,68,68,KP_Power,26,20,14,34,36,15,34,49,N.C. State,10,10,Trenton,29,12,91,launch-ratings,16,41,71,91,10,Gill,19,13,10,10,10,10,22,25,GillTrenton_22468,1/1/98,Right,1732,10,10,22468,35,15,16,16,16,Long Stride Awkward,10,80000,20,30,86,published,27,49,28,1,22,30,34,23,39,13,3650000,65,26,219,0,10
Trey Quinn,26,WR,72,Broncos,69,63,87,85,81,91,WR_Slot,77,35,27,74,76,80,84,84,SMU,69,10,Trey,12,48,87,launch-ratings,84,76,14,18,68,Quinn,22,15,74,22,20,29,23,20,QuinnTrey_13201,12/7/95,Right,9030,10,15,13201,35,67,28,33,52,Default Stride Loose,74,0,76,71,82,published,70,60,27,4,21,29,37,26,55,26,900000,83,43,200,4,25
Trinity Benson,25,WR,72,Lions,69,56,91,88,93,90,WR_Playmaker,78,16,22,61,68,79,78,86,East Central Univ.,73,21,Trinity,16,33,87,launch-ratings,17,81,17,21,76,Benson,19,25,75,19,18,34,10,17,BensonTrinity_20818,1/16/97,Right,808,15,13,20818,29,54,12,17,35,Default,72,0,74,74,83,published,32,59,26,19,10,15,15,17,32,12,830000,77,29,180,2,33
Troy Andersen,23,MLB,76,Falcons,69,70,92,87,86,95,MLB_PassCoverage,76,67,63,71,76,58,67,85,Montana State,24,45,Troy,84,78,87,launch-ratings,44,65,21,24,10,Andersen,59,54,30,52,54,53,53,64,AndersenTroy_22194,4/23/99,Right,1133,40,55,22194,79,37,57,54,56,Long Stride Default,35,1600000,57,55,85,published,58,68,79,14,44,46,51,55,53,39,4500000,86,63,243,0,65
Tylan Wallace,23,WR,71,Ravens,69,70,89,90,88,92,WR_Playmaker,80,38,22,75,71,83,81,86,Oklahoma St.,67,10,Tylan,32,46,88,launch-ratings,16,75,22,20,68,Wallace,27,24,67,26,21,36,6,24,WallaceTylan_21619,5/13/99,Right,1237,10,26,21619,48,65,33,28,48,Default,67,680000,85,72,83,published,65,64,40,25,6,10,15,10,27,18,3490000,80,65,193,1,31
Tyler Lancaster,27,RE,75,Raiders,69,72,71,68,68,62,DE_RunStopper,10,74,12,16,30,10,22,58,Northwestern,2,55,Tyler,71,83,90,launch-ratings,63,10,13,16,12,Lancaster,31,12,3,45,45,45,5,74,LancasterTyler_13568,11/4/94,Right,9840,67,10,13568,82,12,45,45,45,Default Stride Awkward,10,80000,12,10,74,published,29,89,83,23,5,5,5,5,29,10,1120000,88,10,313,4,22
